id,TipoDeInmueble,TipoDeOperacion,Dormitorios,Precio,Moneda,Zona,FechaDeActualización,Descripcion
2418,null,Alquiler,,70000.0,Pesos,Bº San Martin,20.09.2023,San Martin - Dpto 1 Dorm a estrenar!. Sin expensas! Planta baja con patio
2448,null,Alquiler,,60000.0,Pesos,Bº Los Paraisos,19.09.2023,Monoambiente amplio! Todos los servicios.
2644,null,Alquiler,,150000.0,Pesos,Bº Nueva Córdoba,07.09.2023,Departamento en alquiler Nueva cordoba 1 dormitorio
2645,null,Alquiler,,80000.0,Pesos,Bº Altamira,06.09.2023,ALQUILO LINDA CASITA 2 DORM. BUENA UBICACION (Altamira)
2648,null,Alquiler,,120000.0,Pesos,Bº Alberdi,05.09.2023,Depto luminoso y amplio zona Nvo Centro Shopping
2649,null,Alquiler,,140000.0,Pesos,Bº General Paz,04.09.2023,DEPARTAMENTO 1 DORMITORIO - GRAL PAZ
2654,null,Alquiler,,70000.0,Pesos,Bº Ameghino Norte,31.08.2023,"Bº AMEGHINO NORTE,  PROPIEDAD A MEJORAR PARA ALQUILAR EN CÓRDOBA"
2656,null,Alquiler,,14.0,Pesos,Bº Centro,29.08.2023,ALQUILO COCHERA CENTRO
2666,null,Alquiler,,400000.0,Pesos,Bº Guiñazú Sur,22.08.2023,"EXCELENTE Galpon en Avda,  Japon 5000m2 terreno entrada camiones"
2667,null,Alquiler,,120000.0,Pesos,Bº Empalme,16.08.2023,"ALQUILO Casa B° Empalme,  DOS DROMITORIOS"
2669,null,Alquiler,,125000.0,Pesos,Bº Las Palmas,16.08.2023,Alquilo casa 2 dormitorios Barrio Las Palmas
